model,variant,seed,hf_model_id,AUC,AUPRC,ACC,SN,SP,F1,MCC,Threshold,metrics_path,predictions_path,config_path,adapter_type
esm2,lm_pssm,33,facebook/esm2_t36_3B_UR50D,0.9363165680473372,0.7042687043263465,0.9335664335664337,0.6153846153846154,0.9653846153846154,0.6274509803921569,0.5911350209781349,0.85,/home/nemophila/projects/protein_bert/LLM/runs/lora/esm2/lm_pssm/seed_33/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/esm2/lm_pssm/seed_33/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/esm2/lm_pssm/seed_33/config.json,lora
esm2,lm_pssm,44,facebook/esm2_t36_3B_UR50D,0.9424556213017752,0.712175316287847,0.8986013986013986,0.8076923076923077,0.9076923076923076,0.5915492957746479,0.5648045231561034,0.6,/home/nemophila/projects/protein_bert/LLM/runs/lora/esm2/lm_pssm/seed_44/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/esm2/lm_pssm/seed_44/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/esm2/lm_pssm/seed_44/config.json,lora
esm2,lm_pssm,55,facebook/esm2_t36_3B_UR50D,0.9159763313609468,0.6294160979348293,0.9230769230769232,0.6153846153846154,0.953846153846154,0.5925925925925926,0.5506464538749029,0.85,/home/nemophila/projects/protein_bert/LLM/runs/lora/esm2/lm_pssm/seed_55/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/esm2/lm_pssm/seed_55/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/esm2/lm_pssm/seed_55/config.json,lora
protbert,lm_only,11,Rostlab/prot_bert_bfd,0.8909763313609467,0.541361571841786,0.8671328671328671,0.5769230769230769,0.8961538461538462,0.4411764705882353,0.3842249414348434,0.6,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_only/seed_11/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_only/seed_11/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_only/seed_11/config.json,lora
protbert,lm_only,22,Rostlab/prot_bert_bfd,0.9064349112426034,0.5763179105468689,0.8041958041958042,0.7692307692307693,0.8076923076923077,0.4166666666666667,0.3857583749052298,0.7,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_only/seed_22/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_only/seed_22/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_only/seed_22/config.json,lora
protbert,lm_only,33,Rostlab/prot_bert_bfd,0.9004437869822486,0.4993267977536741,0.7902097902097902,0.8076923076923077,0.7884615384615384,0.4117647058823529,0.3879852850993631,0.3999999999999999,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_only/seed_33/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_only/seed_33/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_only/seed_33/config.json,lora
protbert,lm_only,44,Rostlab/prot_bert_bfd,0.9016272189349112,0.54825158544,0.7832167832167832,0.8461538461538461,0.7769230769230769,0.4150943396226415,0.3990583576565387,0.65,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_only/seed_44/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_only/seed_44/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_only/seed_44/config.json,lora
protbert,lm_only,55,Rostlab/prot_bert_bfd,0.9041420118343196,0.5622171038453732,0.902097902097902,0.5384615384615384,0.9384615384615383,0.5,0.44744645862196,0.9,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_only/seed_55/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_only/seed_55/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_only/seed_55/config.json,lora
protbert,lm_pssm,11,Rostlab/prot_bert_bfd,0.9327662721893492,0.6485874056954735,0.8496503496503497,0.8076923076923077,0.8538461538461538,0.4941176470588235,0.469990968520199,0.4999999999999999,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_pssm/seed_11/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_pssm/seed_11/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_pssm/seed_11/config.json,lora
protbert,lm_pssm,22,Rostlab/prot_bert_bfd,0.9225591715976332,0.6682078841421091,0.8951048951048951,0.6538461538461539,0.9192307692307692,0.53125,0.4853651942781212,0.7,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_pssm/seed_22/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_pssm/seed_22/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_pssm/seed_22/config.json,lora
protbert,lm_pssm,33,Rostlab/prot_bert_bfd,0.9174556213017752,0.6272163040218932,0.8741258741258742,0.6153846153846154,0.9,0.4705882352941176,0.4185865215631628,0.75,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_pssm/seed_33/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_pssm/seed_33/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_pssm/seed_33/config.json,lora
protbert,lm_pssm,44,Rostlab/prot_bert_bfd,0.9300295857988166,0.6572762797245353,0.8531468531468531,0.7692307692307693,0.8615384615384616,0.4878048780487805,0.4569681343117893,0.3,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_pssm/seed_44/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_pssm/seed_44/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_pssm/seed_44/config.json,lora
protbert,lm_pssm,55,Rostlab/prot_bert_bfd,0.9258875739644972,0.6288570393343079,0.9055944055944056,0.5384615384615384,0.9423076923076924,0.509090909090909,0.4578723861124513,0.85,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_pssm/seed_55/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_pssm/seed_55/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/protbert/lm_pssm/seed_55/config.json,lora
prott5,lm_only,11,Rostlab/prot_t5_xl_uniref50,0.918491124260355,0.5512423812265874,0.9090909090909092,0.6153846153846154,0.9384615384615383,0.5517241379310345,0.5050921799396824,0.35,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_only/seed_11/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_only/seed_11/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_only/seed_11/config.json,lora
prott5,lm_only,22,Rostlab/prot_t5_xl_uniref50,0.9031065088757396,0.4612685005626592,0.8811188811188811,0.7307692307692307,0.8961538461538462,0.5277777777777778,0.4905723513245095,0.75,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_only/seed_22/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_only/seed_22/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_only/seed_22/config.json,lora
prott5,lm_only,33,Rostlab/prot_t5_xl_uniref50,0.915162721893491,0.6574643971407855,0.8951048951048951,0.6923076923076923,0.9153846153846154,0.5454545454545454,0.5036856033200372,0.35,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_only/seed_33/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_only/seed_33/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_only/seed_33/config.json,lora
prott5,lm_only,44,Rostlab/prot_t5_xl_uniref50,0.9003698224852071,0.4826221409484809,0.8496503496503497,0.8076923076923077,0.8538461538461538,0.4941176470588235,0.469990968520199,0.05,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_only/seed_44/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_only/seed_44/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_only/seed_44/config.json,lora
prott5,lm_only,55,Rostlab/prot_t5_xl_uniref50,0.9125739644970414,0.6641955887556359,0.9405594405594404,0.5384615384615384,0.9807692307692308,0.6222222222222222,0.599378744009127,0.4499999999999999,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_only/seed_55/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_only/seed_55/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_only/seed_55/config.json,lora
prott5,lm_pssm,11,Rostlab/prot_t5_xl_uniref50,0.9139792899408284,0.6316944304162939,0.9195804195804196,0.5769230769230769,0.953846153846154,0.5660377358490566,0.5218519639988646,0.35,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_pssm/seed_11/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_pssm/seed_11/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_pssm/seed_11/config.json,lora
prott5,lm_pssm,22,Rostlab/prot_t5_xl_uniref50,0.8704881656804734,0.6017350381646437,0.9090909090909092,0.6153846153846154,0.9384615384615383,0.5517241379310345,0.5050921799396824,0.2,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_pssm/seed_22/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_pssm/seed_22/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_pssm/seed_22/config.json,lora
prott5,lm_pssm,33,Rostlab/prot_t5_xl_uniref50,0.9171597633136096,0.6426759199194335,0.9090909090909092,0.6153846153846154,0.9384615384615383,0.5517241379310345,0.5050921799396824,0.15,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_pssm/seed_33/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_pssm/seed_33/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_pssm/seed_33/config.json,lora
prott5,lm_pssm,44,Rostlab/prot_t5_xl_uniref50,0.931139053254438,0.6853659334402289,0.8811188811188811,0.7307692307692307,0.8961538461538462,0.5277777777777778,0.4905723513245095,0.7,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_pssm/seed_44/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_pssm/seed_44/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_pssm/seed_44/config.json,lora
prott5,lm_pssm,55,Rostlab/prot_t5_xl_uniref50,0.9173816568047336,0.6190587767239258,0.8811188811188811,0.6538461538461539,0.903846153846154,0.5,0.4529481016914821,0.5499999999999999,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_pssm/seed_55/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_pssm/seed_55/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs/lora/prott5/lm_pssm/seed_55/config.json,lora
