adapter_type,model,variant,seed,AUC,AUPRC,ACC,F1,MCC,Threshold,metrics_path,predictions_path,config_path
lora,esm2,lm_only,33,0.9418639053254438,0.7372827449375012,0.9370629370629372,0.6896551724137931,0.6594259015879186,0.35,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_only/seed_33/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_only/seed_33/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_only/seed_33/config.json
lora,esm2,lm_only,44,0.9187869822485206,0.6706960443102941,0.9055944055944056,0.6197183098591549,0.5982069411922171,0.25,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_only/seed_44/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_only/seed_44/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_only/seed_44/config.json
lora,esm2,lm_only,55,0.9252958579881656,0.6480161478283993,0.9370629370629372,0.625,0.59336610396393,0.5499999999999999,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_only/seed_55/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_only/seed_55/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_only/seed_55/config.json
lora,esm2,lm_pssm,11,0.9538461538461538,0.6937654619598735,0.9265734265734266,0.631578947368421,0.5939714000146982,0.4499999999999999,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_pssm/seed_11/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_pssm/seed_11/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_pssm/seed_11/config.json
lora,esm2,lm_pssm,22,0.9458579881656805,0.6991028996764287,0.9230769230769232,0.6206896551724138,0.5822590407638005,0.3,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_pssm/seed_22/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_pssm/seed_22/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_pssm/seed_22/config.json
lora,esm2,lm_pssm,33,0.9477810650887574,0.6628007041445204,0.9230769230769232,0.65625,0.628694513393808,0.35,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_pssm/seed_33/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_pssm/seed_33/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_pssm/seed_33/config.json
lora,esm2,lm_pssm,44,0.9576923076923076,0.720330995257178,0.9195804195804196,0.6229508196721312,0.5870544242091141,0.35,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_pssm/seed_44/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_pssm/seed_44/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_pssm/seed_44/config.json
lora,esm2,lm_pssm,55,0.940680473372781,0.6676234457189771,0.9335664335664337,0.5777777777777777,0.5505404759787537,0.6,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_pssm/seed_55/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_pssm/seed_55/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/esm2/lm_pssm/seed_55/config.json
lora,protbert,lm_only,11,0.8653846153846154,0.4337022337174157,0.8776223776223776,0.4615384615384615,0.4059660957288741,0.35,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/protbert/lm_only/seed_11/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/protbert/lm_only/seed_11/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/protbert/lm_only/seed_11/config.json
lora,protbert,lm_only,22,0.8985207100591717,0.5493108495207908,0.8251748251748252,0.4565217391304347,0.4330127018922193,0.25,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/protbert/lm_only/seed_22/metrics.json,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/protbert/lm_only/seed_22/predictions.csv,/home/nemophila/projects/protein_bert/LLM/runs_frozen/lora/protbert/lm_only/seed_22/config.json
